AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
Lazard Asset Management LLC,,LPL Financial Services,6413,,,U.S. Equity Select,F00000LNC11,Traditional,Trad,Large Growth ,LG,Domestic Equity - Large Core,,1.524,0.1,,0.1,,1.564,,,0,,1.644,,,0,,1.799,0.127,,0.127,,2.018,0.101,,0.101,,2.177,0.139,,0.139,,2.47,0.209,,0.209,,3.593,0.942,,0.942,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Select,F00000LNC14,Traditional,Trad,Large Growth ,LG,Domestic Equity - Large Core,,4.734,,2.292,-2.292,,3.665,,0.802,-0.802,,1.309,0.234,3.048,-2.814,,,,1.276,-1.276,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Investments,165024,,,U.S. Equity Select,F00000LNC22,Traditional,Trad,Large Growth ,LG,Domestic Equity - Large Core,,0.149,,,0,,0.151,,,0,,0.157,,,0,,0.159,,,0,,0.169,,,0,,0.171,,,0,,0.177,,,0,,0.185,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Value,FOUSA05Z5F,Model-Delivered,Model,Large Value ,LV,Domestic Equity - Large Cap,,,,,,,1.618,0.166,,0.166,,,,0.166,-0.166,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,SEI Investments,105146,,,U.S. Equity Value,FOUSA05Z5F,Model-Delivered,Model,Large Value ,LV,Domestic Equity - Large Cap,,48.341,2.052,1.464,0.588,,46.708,1.622,1.297,0.325,,52.3,1.186,1.32,-0.134,,55.667,1.389,0.549,0.84,,58.974,3.799,1.432,2.367,,58.733,2.5,1.39,1.11,,58.638,0.761,1.387,-0.626,,62.127,1.032,4.09,-3.058,,,,,,
Lazard Asset Management LLC,,Merrill,7691,,,Global Balanced Select ADR,FOUSA088KH,Dual,Dual,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,2.468,,,0,,2.404,,,0,,2.473,,,0,,2.273,,,0,,2.192,,,0,,2.273,,,0,,2.344,,,0,,2.423,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,Global Balanced Select ADR,FOUSA088KH,Dual,Dual,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,1.992,,,0,,2.007,,,0,,2.057,,,0,,2.526,,,0,,2.603,,,0,,2.648,,,0,,2.689,,,0,,2.7,,,0,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,LCAS Global Diversified 60/40 Non-taxable,FOUSA08845,Dual,Dual,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,1.215,,,0,,1.221,,,0,,1.252,,,0,,1.235,,,0,,1.302,,,0,,1.348,,,0,,1.406,,,0,,1.331,,0.112,-0.112,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,LCAS Global Diversified 60/40 Taxable,F00000N3DR,Dual,Dual,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,6.044,,,0,,5.933,,,0,,5.156,,,0,,5.102,,,0,,5.024,,,0,,5.191,,,0,,5.306,,,0,,5.497,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,Global Balanced Select ADR,FOUSA088KH,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,78.422,3.74,,3.74,,80.136,1.761,0.999,0.762,,82.755,1.687,0.35,1.337,,76.533,1.51,1.636,-0.126,,90.03,,7.052,-7.052,,111.042,2.421,3.397,-0.976,,114.314,1.084,3.465,-2.381,,119.819,4.593,1.969,2.624,,,,,,
Lazard Asset Management LLC,,SEI Investments,105146,,,Global Balanced Select ADR,FOUSA088KH,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,0.85,0.203,0.064,0.139,,1.229,,,0,,8.533,4.527,,4.527,,8.504,2.605,0.212,2.393,,9.48,,0.119,-0.119,,14.516,5.651,0.27,5.381,,16.133,1.334,0.543,0.791,,2.266,2.199,15.411,-13.212,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,Global Balanced Select ADR,FOUSA088KH,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,27.95,1.168,0.677,0.491,,27.614,1.487,0.232,1.255,,31.347,3.536,1.973,1.563,,28.392,0.655,0.933,-0.278,,28.85,,3.336,-3.336,,29.374,0.48,1.007,-0.527,,32.897,3.288,1.376,1.912,,37.771,5.001,0.703,4.298,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 40/60 Non-taxable,F00000LZ7B,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,3.318,0.131,,0.131,,3.515,0.109,,0.109,,3.591,,,0,,3.548,0.071,,0.071,,3.076,0.096,,0.096,,3.854,,,0,,3.843,,,0,,1.651,0.77,2.735,-1.965,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 40/60 Taxable,F00000LZ6X,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,6.852,0.522,,0.522,,6.788,,,0,,6.972,0.056,,0.056,,7.21,0.322,,0.322,,4.592,,,0,,7.893,,,0,,7.895,0.315,0.225,0.09,,4.616,0.818,4.007,-3.189,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 60/40 Non-taxable,FOUSA08845,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,15.816,5.033,,5.033,,16.262,0.236,,0.236,,19.239,,,0,,20.21,4.143,0.414,3.729,,21.721,0.199,,0.199,,23.001,0.511,,0.511,,25.154,0.911,,0.911,,15.347,8.313,20.416,-12.103,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 60/40 Taxable,F00000N3DR,Model-Delivered,Model,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,15.433,1.404,,1.404,,15.709,0.053,,0.053,,16.216,,,0,,16.889,0.814,,0.814,,15.935,0.331,,0.331,,21.098,2.364,,2.364,,21.479,0.349,,0.349,,18.147,13.177,17.278,-4.101,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 75/25 Non-taxable,F00000LZ7K,Model-Delivered,Model,Allocation--50% to 70% Equity,MA,Tactical Asset Allocation Balanced,,7.5,0.966,,0.966,,7.537,,,0,,7.817,,,0,,8.482,0.641,,0.641,,8.298,0.254,,0.254,,9.73,0.243,,0.243,,9.576,1.391,1.72,-0.329,,5.589,2.36,6.078,-3.718,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,Global Balanced Select ADR,FOUSA088KH,Traditional,Trad,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,0.555,,0.49,-0.49,,0.464,,0.094,-0.094,,0.477,,,0,,0.465,,,0,,0.486,,,0,,0.601,0.1,,0.1,,0.604,,,0,,0.438,,0.182,-0.182,,,,,,
Lazard Asset Management LLC,,LPL Financial Services,6413,,,Global Balanced Select ADR,FOUSA088KH,Traditional,Trad,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,6.83,0.117,0.437,-0.32,,6.83,,0.127,-0.127,,6.238,,0.912,-0.912,,5.703,,0.331,-0.331,,5.174,,0.718,-0.718,,4.273,,1.015,-1.015,,4.357,,,0,,4.653,0.16,,0.16,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,Global Balanced Select ADR,FOUSA088KH,Traditional,Trad,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,11.697,,3.543,-3.543,,9.311,,2.462,-2.462,,3.694,,5.673,-5.673,,,,3.673,-3.673,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Investments,165024,,,Global Balanced Select ADR,FOUSA088KH,Traditional,Trad,Allocation--50% to 70% Equity ,MA,Global Allocation )Global Balanced),,5.718,,0.604,-0.604,,5.42,,,0,,5.402,,0.187,-0.187,,3.91,,,0,,3.262,,1.978,-1.978,,3.274,,,0,,3.036,,0.294,-0.294,,3.082,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,LCAS Global Diversified 60/40 Non-taxable,FOUSA08845,Traditional,Trad,Allocation--50% to 70% Equity,MA,Tactical Asset Allocation Balanced,,0.522,,,0,,0.68,,,0,,0.706,,,0,,0.701,,,0,,0.733,,,0,,0.759,,,0,,0.79,,,0,,0.82,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,LCAS Global Diversified 60/40 Taxable,F00000N3DR,Traditional,Trad,Allocation--50% to 70% Equity ,MA,Tactical Asset Allocation Balanced,,0.605,,,0,,0.408,,,0,,0.422,,,0,,0.419,,,0,,0.438,,,0,,0.403,,,0,,0.42,,,0,,0.436,,,0,,,,,,
Lazard Asset Management LLC,,JP Morgan Chase Bank,,,,Emerging Markets Equity Blend Asia ADR,F00000YHWF,Dual,Dual,Pacific/Asia ex-Japan Stk ,PJ,Pacific/Asia ex-Japan,,42.234,1.946,4.113,-2.167,,50.094,1.213,0.761,0.452,,57.837,1.7,1.377,0.323,,52.515,4.612,2.403,2.209,,65.365,2.85,3.675,-0.825,,86.639,14.339,2.719,11.62,,120.317,19.937,0.485,19.452,,148.422,20.934,5.685,15.249,,,,,,
Lazard Asset Management LLC,,JP Morgan Securities,79,,,Emerging Markets Equity Blend Asia ADR,F00000YHWF,Traditional,Trad,Pacific/Asia ex-Japan Stk ,PJ,Pacific/Asia ex-Japan,,0.541,,2.853,-2.853,,0.554,,,0,,0.624,,,0,,0.583,,,0,,0.123,,0.529,0,,0.68,0.7,0.126,0.574,,1.757,0.275,,0.275,,1.188,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,U.S. Small Midcap Equity,FOUSA05Z89,Dual,Dual,Small Growth ,SG,Domestic Equity - Small Mid Core,,0.756,,,0,,0.759,,,0,,0.804,,,0,,0.882,,,0,,0.846,,,0,,0.869,,,0,,,,0.862,-0.862,,,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,U.S. Small Midcap Equity,FOUSA05Z89,Dual,Dual,Small Growth ,SG,Domestic Equity - Small Mid Core,,0.345,,,0,,0.33,,,0,,0.335,,,0,,0.35,,,0,,0.345,,,0,,0.353,,,0,,0.357,,,0,,0.358,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,U.S. Small Midcap Equity,FOUSA05Z89,Model-Delivered,Model,Small Growth ,SG,Domestic Equity - Small Mid Core,,,,,,,,,,,,0.089,,,0,,,,,0,,,,,0,,0.707,0.599,,0.599,,0.65,,,0,,0.574,,0.1,-0.1,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,LCAS U.S. Centric 60/40 Taxable,F00000WB4C,Dual,Dual,Tactical Allocation ,TV,Tactical Asset Allocation Balanced,,0.292,,,0,,0.297,,,0,,0.307,,,0,,0.206,,,0,,0.215,,,0,,0.222,,,0,,0.231,,,0,,0.24,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,VOLT 14,F00000XNDU,Model-Delivered,Model,Tactical Allocation,TV,US Balanced/TAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,Global Equity Income ADR,F00000LNBR,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,0.447,,0.454,-0.454,,0.45,,,0,,0.48,,,0,,,,0.469,-0.469,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,Global Equity Income ADR,F00000LNBR,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,1.988,,,0,,0.794,,0.47,-0.47,,0.429,,1.137,-1.137,,0.435,,,0,,0.455,,,0,,0.465,,,0,,0.489,,,0,,0.509,,,0,,,,,,
Lazard Asset Management LLC,,TD Ameritrade,7870,,,Global Equity Income ADR,F00000LNBR,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,1.849,,,0,,1.861,,,0,,1.986,,,0,,1.858,,,0,,1.945,,,0,,1.801,,,0,,1.895,,,0,,2.13,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,1.508,,,0,,1.406,,0.128,-0.128,,1.473,,,0,,1.431,,,0,,1.536,,,0,,1.467,,,0,,1.537,,,0,,1.716,0.08,,0.08,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,3.723,,0.844,-0.844,,4.665,0.907,,0.907,,4.834,,,0,,4.684,,,0,,5.056,,,0,,5.328,,,0,,5.591,,,0,,5.945,,,0,,,,,,
Lazard Asset Management LLC,,JP Morgan Securities,79,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,0.369,0.64,,0.64,,0.376,,,0,,0.395,,,0,,,,0.395,-0.395,,1.872,1.85,,1.85,,7.821,5.165,,5.165,,11.628,2.79,,2.79,,16.726,3.2,,3.2,,,,,,
Lazard Asset Management LLC,,Merrill,7691,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,6.63,,,0,,6.759,,,0,,7.11,,,0,,,,7.11,-7.11,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,4.128,,,0,,4.053,,,0,,15.095,8.5,,8.5,,16.296,,,0,,21.009,2.9,,2.9,,22.517,,,0,,23.605,,,0,,26.189,,,0,,,,,,
Lazard Asset Management LLC,,TD Ameritrade,7870,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,0.1,,,0,,0.102,,,0,,0.107,,,0,,0.103,,,0,,0.111,,,0,,0.117,,,0,,0.122,,,0,,0.13,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,18.578,,0.195,-0.195,,18.044,0.294,0.97,-0.676,,18.736,,0.238,-0.238,,18.43,1.668,0.667,1.001,,19.754,,,0,,20.081,,0.657,-0.657,,21.293,0.302,0.655,-0.353,,22.255,1.409,1.383,0.026,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,Global Equity Select ADR,FOUSA08ZYE,Dual,Dual,World Large Stock ,WS,Global Equity - Unhedged,,0.579,,,0,,0.413,,0.16,-0.16,,0.426,,,0,,0.408,,,0,,0.432,,,0,,0.45,,,0,,0.461,,,0,,0.483,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,LCAS Global Equity,FOUSA0886K,Dual,Dual,World Large Stock ,WS,Tactical Asset Allocation Balanced,,0.656,,,0,,0.665,,,0,,0.7,,,0,,0.43,0.272,,0.272,,0.456,,,0,,0.476,,,0,,0.5,,,0,,0.526,,,0,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,LCAS Global Equity,FOUSA0886K,Dual,Dual,World Large Stock ,WS,Tactical Asset Allocation Balanced,,0.871,,,0,,0.877,,,0,,0.923,,,0,,0.927,,,0,,0.976,,,0,,1.016,,,0,,1.067,,,0,,1.12,,,0,,,,,,
Lazard Asset Management LLC,,Merrill,7691,,,Global Equity Advantage,FOUSA06V33,Model-Delivered,Model,World Large Stock ,WS,World Large Core,,,,,,,,,,,,,,,,,,,,,,0.098,0.097,,0.097,,,,,0,,,,0.1,-0.1,,,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,Global Equity Income ADR,F00000LNBR,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,1.961,0.264,0.42,-0.156,,1.956,,0.004,-0.004,,2.484,0.404,,0.404,,2.515,,,0,,2.619,,,0,,2.793,0.288,,0.288,,2.918,,0.195,-0.195,,3.19,0.152,,0.152,,,,,,
Lazard Asset Management LLC,,PNC Investments,129052,,,Global Equity Income ADR,F00000LNBR,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,,,,,,,,,,,,,,,,0.654,,,0,,0.564,,,0,,0.848,0.254,,0.254,,0.88,,,0,,0.907,,,0,,,,,,
Lazard Asset Management LLC,,SEI Investments,105146,,,Global Equity Income ADR,F00000LNBR,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,19.612,1.46,1.339,0.121,,17.93,0.837,0.596,0.241,,16.143,0.797,2.899,-2.102,,15.826,0.204,2.977,-2.773,,20.206,2.57,0.161,2.409,,15.572,0.978,4.796,-3.818,,15.528,0.365,0.798,-0.433,,,,14.353,-14.353,,,,,,
Lazard Asset Management LLC,,Stephens Inc.,3496,,,Global Equity Income ADR,F00000LNBR,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,3.5,,0.325,-0.325,,3.304,0.352,,0.352,,3.734,,,0,,3.625,,,0,,3.622,,,0,,3.756,,0.107,-0.107,,3.302,,,0,,3.346,0.627,1.77,-1.143,,,,,,
Lazard Asset Management LLC,,Ameriprise Financial Services,6363,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,78.204,16.402,1.663,14.739,,97.747,13.75,1.675,12.075,,117.856,20.788,6.162,14.626,,113.902,8.023,3.673,4.35,,103.886,15.175,9.969,5.206,,113.552,8.939,4.412,4.527,,136.877,14.511,2.126,12.385,,155.328,14.691,1.829,12.862,,,,,,
Lazard Asset Management LLC,,BMO Global Asset Management (Asia) Limited,107507,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,10.994,,,0,,9.709,,,0,,8.999,,,0,,9.212,,,0,,9.06,,,0,,9.777,,,0,,9.123,,,0,,9.355,,,0,,,,,,
Lazard Asset Management LLC,,BMO Nesbitt Burns,281337,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,42.725,2.641,0.882,1.759,,43.196,0.835,1.4,-0.565,,48.61,0.958,1.649,-0.691,,47.123,0.302,1.553,-1.251,,53.804,1.044,1.511,-0.467,,57.593,0.213,2.543,-2.33,,63.912,0.387,1.935,-1.548,,65.525,0.13,2.016,-1.886,,,,,,
Lazard Asset Management LLC,,"Brinker Capital, Inc.",111743,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.042,,,0,,4.035,,,0,,,,,,
Lazard Asset Management LLC,,CIBC Asset Management Inc.,106508,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,140.189,,,0,,143.063,,,0,,131.967,,,0,,127.918,,,0,,129.756,,,0,,136.693,,,0,,142.321,,,0,,151.942,,,0,,,,,,
Lazard Asset Management LLC,,AvisoWealth (Credential),108146,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,,,,,,,,,,,,,,,,0.911,0.102,,0.102,,3.591,,,0,,4.062,,,0,,5.35,,,0,,7.294,,,0,,,,,,
Lazard Asset Management LLC,,AvisoWealth (Credential),108146,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,1.085,,,0,,0.747,,,0,,0.437,,,0,,0.415,,,0,,,,,0,,,,0.444,-0.444,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,30.794,12.35,2.376,9.974,,29.845,0.061,0.552,-0.491,,27.629,0.166,3.596,-3.43,,22.518,1.067,2.233,-1.166,,16.67,0.673,5.113,-4.44,,24.746,0.933,0.939,-0.006,,23.06,1.215,1.841,-0.626,,22.6,1.535,5.383,-3.848,,,,,,
Lazard Asset Management LLC,,Janney Montgomery Scott,463,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,2.146,,,0,,2.011,,,0,,2.022,,0.193,-0.193,,1.916,,,0,,2.186,0.399,0.146,0.253,,2.469,0.071,,0.071,,2.472,0.093,,0.093,,2.679,0.077,,0.077,,,,,,
Lazard Asset Management LLC,,Merrill,7691,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,311.47,3.221,13.167,-9.946,,312.485,12.138,6.257,5.881,,339.053,11.531,11.289,0.242,,321.315,8.051,12.638,-4.587,,335.343,8.25,14.536,-6.286,,350.225,7.683,12.505,-4.822,,370.827,6.587,6.37,0.217,,387.899,7.275,10.934,-3.659,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,537.619,141.187,2.376,138.811,,602.601,62.043,3.04,59.003,,695.543,67.89,5.932,61.958,,686.418,23.515,5.105,18.41,,726.409,39.108,30.398,8.71,,738.944,23.829,29.705,-5.876,,784.261,38.081,26.545,11.536,,845.703,37.506,36.426,1.08,,,,,,
Lazard Asset Management LLC,,"Raymond James & Associates, Inc.",705,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,45.652,6.544,,6.544,,48.075,1.582,1.779,-0.197,,49.306,2.507,0.7,1.807,,51.143,1.931,0.411,1.52,,56.525,4.74,2.266,2.474,,65.98,4.776,1.869,2.907,,67.048,6.591,1.867,4.724,,82.595,11.732,0.365,11.367,,,,,,
Lazard Asset Management LLC,,Raymond James Canada,25853,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,2.502,,,0,,2.549,,,0,,3.553,,,0,,3.579,,,0,,5.293,,,0,,5.841,,,0,,7.106,,,0,,8.481,,,0,,,,,,
Lazard Asset Management LLC,,RBC Wealth Management,31194,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,15.106,0.438,,0.438,,14.855,0.726,0.957,-0.231,,15.264,0.21,0.538,-0.328,,14.632,0.096,0.525,-0.429,,12.8,0.336,0.16,0.176,,13.346,,2.587,-2.587,,14.154,,0.113,-0.113,,17.092,2.262,,2.262,,,,,,
Lazard Asset Management LLC,,Richardson GMP,166090,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,23.062,,,0,,22.356,,,0,,22.202,,,0,,21.496,,,0,,23.268,,,0,,23.618,,,0,,24.814,,,0,,26.165,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,Global Equity Select ADR,FOUSA08ZYE,Model-Delivered,Model,World Large Stock ,WS,Global Equity - Unhedged,,304.209,3.231,8.885,-5.654,,3.6.278,4.265,10.614,-6.349,,300.537,45.988,42.458,3.53,,285.965,5.079,7.83,-2.751,,292.391,9.273,18.732,-9.459,,304.742,4.485,12.064,-7.579,,319.033,6.67,31.089,-24.419,,334.049,4.593,7.087,-2.494,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Equity,FOUSA0886K,Model-Delivered,Model,World Large Stock ,WS,Tactical Asset Allocation Balanced,,4.416,0.584,0.206,0.378,,4.422,,,0,,4.145,0.093,0.617,-0.524,,3.715,0.054,0.555,-0.501,,1.875,,0.35,-0.35,,3.564,0.082,0.06,0.022,,3.751,0.307,0.268,0.039,,,,3.751,-3.751,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,Global Equity Income ADR,F00000LNBR,Traditional,Trad,World Large Stock ,WS,Global Equity - Unhedged,,12.775,0.301,1.826,-1.525,,12.558,0.416,0.69,-0.274,,13.909,1.115,0.7,0.415,,14.254,0.427,0.271,0.156,,15.504,0.445,0.212,0.233,,16.389,0.495,,0.495,,18.594,1.784,0.769,1.015,,19.797,0.455,0.477,-0.022,,,,,,
Lazard Asset Management LLC,,"Brinker Capital, Inc.",111743,,,Global Equity Select ADR,FOUSA08ZYE,Traditional,Trad,World Large Stock ,WS,Global Equity - Unhedged,,5.38,,,0,,5.153,,0.264,-0.264,,5.071,,0.256,-0.256,,3.748,,1.107,-1.107,,,,3.956,-3.956,,,3.783,,3.783,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,Global Equity Select ADR,FOUSA08ZYE,Traditional,Trad,World Large Stock ,WS,Global Equity - Unhedged,,28.011,3.024,0.58,2.444,,29.715,1.842,1.202,0.64,,34.395,3.573,0.658,2.915,,35.553,2.24,0.454,1.786,,37.632,2.099,2.078,0.021,,39.939,0.831,2.286,-1.455,,42.914,1.37,0.473,0.897,,47.426,3.895,2.62,1.275,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,Global Equity Select ADR,FOUSA08ZYE,Traditional,Trad,World Large Stock ,WS,Global Equity - Unhedged,,8.551,,2.533,-2.533,,7.23,,1.397,-1.397,,5.903,,1.606,-1.606,,5.956,0.44,0.149,0.291,,7.078,0.709,,0.709,,6.366,,1.063,-1.063,,7.074,0.391,,0.391,,7.206,,0.184,-0.184,,,,,,
