AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmCode,SponsorFirmId,DoverSponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,Mstar classification_name,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d,2Q 2018 a,2Q 2018 g,2Q 2018 r,2Q 2018 n,2Q 2018 d
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IMK,Traditional,Trad,Muni National Short,MS,Tax Free Fixed Income,3,595778.98,0.6,0,0.6,N/A,225970.93,0,0,0,N/A,221029.62,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,573159.55,0.6,0,0.6,N/A,575504.94,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Municipal 1-5 Year Ladder ,Laddered Municipal,F00000IMK,Traditional,Trad,Muni National Short,MS,Tax Free Fixed Income,1,1484383.6,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 1-5 Year Ladder ,Laddered Municipal,F00000IMK,Traditional,Trad,Muni National Short,MS,Tax Free Fixed Income,318,8399431.61,1.4,-0.6,0.8,N/A,12066794.04,3.1,-0.1,3,N/A,21975338.37,16.2,-6.2,10.1,N/A,15355373.21,2.4,-10.1,-7.7,N/A,69566126.16,27,-3.8,23.1,N/A,97691142.28,30.8,-2.6,28.2,N/A,104327328.3,13.2,-5.3,8,N/A,109128054.6,14.5,-6.2,8.3,N/A,154082920.5,44.1,-12.2,31.9,N/A,201621836.6,60.1,-21.2,38.9,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,560,49281446.09,24.2,-4.7,19.5,N/A,54075955.86,7.5,-2.9,4.6,N/A,55705124.27,7.7,-5.3,2.4,N/A,62864025.59,14.4,-6.9,7.6,N/A,179289404.2,31,-5.1,25.9,N/A,196456194.2,24.5,-7.8,16.7,N/A,215253196.3,21.5,-7,14.6,N/A,227477388,19,-6.3,12.7,N/A,248245302.3,38.3,-13.2,25.1,N/A,258889854.9,27.2,-20,7.2,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Municipal 1-20 Year Ladder ,Laddered Municipal,F00000IMM,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,3,992550.52,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 1-20 Year Ladder ,Laddered Municipal,F00000IMM,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,239,64100820.95,7.4,-1.4,6,N/A,85179339,19.3,-3.7,15.7,N/A,96247032.89,16.5,-4.7,11.8,N/A,112115749.7,23.5,-2.9,20.6,N/A,27073414.57,4,-2.5,1.5,N/A,27516077.51,6.4,-6.5,-0.1,N/A,26793350.12,0.8,-1.8,-1,N/A,31390754.08,3.4,-1,2.4,N/A,39623397.3,10.9,-2.2,8.7,N/A,39375188.87,6.7,-2.8,3.9,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 1-15 Year Ladder,Laddered Municipal,F00000ZDAE,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,151,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,21954177.94,3.8,-1.2,2.6,N/A,29793635.32,5.4,-2.4,3,N/A,45421337.62,11.7,-0.4,11.3,N/A,49655290.86,5.3,-1.5,3.8,N/A,60538158.69,10.2,-2.7,7.4,N/A,66124396.33,7.6,-1.4,6.2,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 5-10 Year Ladder,Laddered Municipal,F00000ZDH7,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,129,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,36590066.75,6.4,-1.5,4.9,N/A,38787279.38,5.9,-3.2,2.7,N/A,53218792.19,18.9,-4.6,14.3,N/A,51455172.48,6,-5.6,0.4,N/A,55246283.32,11.8,-8.1,3.7,N/A,55615988.46,5.7,-5,0.7,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal 5-15 Year Ladder,Laddered Municipal,F00000ZDH9,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,296,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,95287839.19,9.8,-3.6,6.1,N/A,100426625.3,16,-3.8,12.1,N/A,99690962.27,13.8,-20.2,-6.3,N/A,111962521,16.4,-2.8,13.6,N/A,113784243.6,11,-8.7,2.4,N/A,128329877.8,18.9,-4.5,14.4,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,110,58355956.08,21.1,-7.6,13.5,N/A,36263186.12,1.2,-1.8,-0.6,N/A,33166103.34,0.2,-0.3,-0.1,N/A,29865092.27,0.5,-2.4,-1.9,N/A,29419072.62,0.3,-1.2,-0.9,N/A,29561964.3,0.2,-0.7,-0.5,N/A,29761998.07,1.6,-0.7,0.9,N/A,29363684.24,0.7,-1.1,-0.3,N/A,28865212.21,0.3,-0.3,0,N/A,28838226.71,0.1,-0.3,-0.1,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,4354,1678462986,144.7,-55.2,89.5,N/A,1849183359,184.3,-71.3,113,N/A,1934674359,158.4,-69.1,89.3,N/A,1919683801,162.5,-105.8,56.7,N/A,2000557855,156.4,-95.3,61,N/A,2042562658,148.6,-149.1,-0.5,N/A,2094939914,133.8,-92.2,41.6,N/A,2102808276,122.1,-115.1,7,N/A,2197220546,241.4,-119.9,121.5,N/A,2278035070,167,-92.4,74.6,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Municipal Custom Range Ladder,Laddered Municipal,LACUSTLAD,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,2810657.26,,,,N/A,2809202.53,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Municipal Custom Range Ladder,Laddered Municipal,LACUSTLAD,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,324,74804205.29,22.3,-1,21.3,N/A,126267935.4,51.4,-0.5,50.9,N/A,153634079.1,28.6,-0.4,28.3,N/A,175769858.1,30.7,-2.3,28.3,N/A,13303079.92,13.2,-5.2,8,N/A,13691408.95,0.3,-0.2,0.1,N/A,13978956.43,0,-0.3,-0.3,N/A,18086303.38,5.8,-2,3.8,N/A,25273623.57,8.3,-0.8,7.5,N/A,37938024.04,11.1,-2.4,8.7,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Short Duration,Limited Duration,LAMTDURA,Model Delivery,Model,TBD,TBD,Taxable Fixed Income,1483,352701171.6,22.5,-24,-1.4,N/A,360492979.9,35.9,-18.4,17.5,N/A,364170605.6,42,-34.2,7.8,N/A,411526812.1,84,-28.3,55.7,N/A,433840737.2,53.4,-30.7,22.8,N/A,424639415.8,34.2,-40.5,-6.3,N/A,385174834.1,20.8,-44.6,-23.8,N/A,373616680,27.4,-29.1,-1.7,N/A,352113631.4,25.5,-24.1,1.4,N/A,347638496.8,33.7,-26.7,6.9,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Multi Cap Value,Multi Cap Value,LAMULTI,Model Delivery,Model,TBD,TBD,U.S. Equity,624,108783815.4,6.3,-5.2,1.1,N/A,115562047.7,3.3,-5.2,-1.9,N/A,120542993.8,3.5,-4.5,-1,N/A,127030177.9,4.8,-5.7,-0.9,N/A,132376897.7,15.4,-10.5,4.8,N/A,132441996.3,18.5,-19,-0.5,N/A,140132576.1,8.6,-4,4.5,N/A,147694677.2,9.2,-7.5,1.7,N/A,143009286.2,8.7,-5.5,3.2,N/A,141484517.2,8.4,-8,0.4,N/A
Lord Abbett & Co LLC,Merrill Lynch,Morgan Stanley Wealth Management,Merrill,7691,7691,Merrill Lynch/MAA Consults/Multi Cap Value,Multi Cap Value,LAMULTI,Model Delivery,Model,TBD,TBD,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Small Cap Value,Small Cap Value,LASMVA,Model Delivery,Model,Small Cap Value,SV,U.S. Equity,279,93810049,2.9,-4.9,-1.9,N/A,89924654.35,1.2,-10,-8.8,N/A,96264449.9,1.8,-3.8,-2,N/A,102339213.4,9.3,-9.9,-0.6,N/A,100989043.5,4.1,-4,0.1,N/A,98158967.34,2.2,-5.1,-2.9,N/A,97594557.21,2.2,-1.6,0.5,N/A,96448580.86,4.2,-8.2,-4,N/A,93065632.9,1.3,-2.8,-1.5,N/A,97210610,1.4,-2.9,-1.5,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/Consults/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,475000,1,0,1,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/Strategic Portfolio Advisor (SPA)/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,3,11894964.87,0,0,0,N/A,12304335.09,0,0,0,N/A,12695500.98,0.5,0,0.5,N/A,12186772.1,0,0,0,N/A,12308098.44,0,0,0,N/A,12571246.36,0,0,0,N/A,12509264.31,0,-0.2,-0.2,N/A,12702954.25,0,0,0,N/A,12458932.06,0,0,0,N/A,12558001.51,0,0,0,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/Consults/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,121,63061461.4,1.5,-37.3,-35.8,N/A,31573404.72,0.4,-0.6,-0.2,N/A,30445416.52,0,-0.5,-0.5,N/A,27685123.7,0,-1.5,-1.4,N/A,27564956.11,0,-0.5,-0.4,N/A,21553115.2,0.1,-6.8,-6.7,N/A,21882197.56,1.1,-0.1,1,N/A,22118473.21,0,-0.2,-0.1,N/A,17463159.92,0,-1.4,-1.4,N/A,17752924.34,0.3,-0.2,0.2,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,3200,2134963046,94.4,-56.8,37.7,N/A,2287478285,96.8,-61.9,34.9,N/A,2302683331,89.6,-54.4,35.2,N/A,2155215571,52.3,-71.6,-19.3,N/A,2131114637,48.8,-93.8,-45,N/A,2152222201,45.5,-64.3,-18.7,N/A,2178185878,76.5,-69,7.5,N/A,2189148930,53.9,-81.4,-27.6,N/A,2133676635,80.7,-82.4,-1.7,N/A,2130453916,76.2,-89.7,-13.5,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/US Trust/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,6,4255247.2,0,-0.1,-0.1,N/A,4376142.53,0,0,0,N/A,4522841.56,0.2,0,0.2,N/A,4755106.28,0.5,0,0.4,N/A,4712018.6,0,-0.1,-0.1,N/A,4789586.15,0,-0.1,-0.1,N/A,5185960.34,0.4,0,0.4,N/A,5303874.15,0.1,-0.1,0,N/A,5344393.5,0.2,0,0.2,N/A,5340905.16,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Morgan Stanley Wealth Management,Merrill Lynch,Merrill,7691,7691,Morgan Stanley/Select UMA/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Convertibles,Convertible,SAUSA002PT,Traditional,Trad,Convertibles,CV,Taxable Fixed Income,74,12329224.58,0,-3.1,-3,N/A,3538144.91,0,-2.5,-2.4,N/A,2195844.72,0,0,0,N/A,3331889.78,1.7,-0.6,1.1,N/A,3508064.07,0,0,0,N/A,3633580.13,0.1,0,0.1,N/A,3761337.1,0,0,0,N/A,3814594.57,0,0,0,N/A,3423489.53,0,-0.4,-0.4,N/A,3482262.66,0.1,-0.1,0,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/UMA/IAP/Convertibles,Convertible,SAUSA002PT,Traditional,Trad,Convertibles,CV,Taxable Fixed Income,1536,280207908,75.8,-18.3,57.5,N/A,263558332.5,4.9,-32,-27.1,N/A,277265848.4,12.8,-18.2,-5.4,N/A,319875983.8,56.5,-18.1,38.4,N/A,370410610.8,53.9,-20.2,33.7,N/A,365376625.8,9.3,-19.3,-9.9,N/A,387052767.2,17.8,-10.8,7,N/A,377529843.4,12.3,-26.9,-14.6,N/A,369529067.2,10.3,-25,-14.7,N/A,377062908.2,12.9,-11.3,1.6,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/MAA Consults/Government,Government,SAUSA025C,Model Delivery,Model,Intermediate Gov,GI,Taxable Fixed Income,1350,362103495.7,29.7,-34,-4.3,N/A,377619757.9,27.2,-20.8,6.4,N/A,370549037.6,24.5,-33.4,-8.9,N/A,351575353.6,36.7,-37,-0.3,N/A,335380476.7,16.7,-26.7,-10,N/A,322352324.5,14.9,-23.3,-8.4,N/A,318583014.1,15.1,-12,3.1,N/A,303346711.1,17.1,-29.4,-12.3,N/A,280581244.9,17.6,-21.3,-3.7,N/A,272877224.9,8.7,-16.1,-7.4,N/A
Lord Abbett & Co LLC,Merrill Lynch,Merrill Lynch,Merrill,7691,7691,Merrill Lynch/Consults/Government,Government,SAUSA025C,Traditional,Trad,Intermediate Gov,GI,Taxable Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-5 Year Ladder ,Laddered Municipal,F00000IMK,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,1,462939.45,,,,N/A,464883.17,,,,N/A,463384.62,,,,N/A,457652.09,,,,N/A,462087.27,,,,N/A,463304.3,,,,N/A,464764.65,,,,N/A,459798.49,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-5 Year Ladder ,Laddered Municipal,F00000IMK,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,1,,,,,N/A,599284.21,0.6,0,0.6,N/A,592695.86,,,,N/A,585360.83,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-5 Year Ladder ,Laddered Municipal,F00000IMK,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,2,545954.29,,,,N/A,548160.45,,,,N/A,546655.3,,,,N/A,539192.52,,,,N/A,1132897.41,,,,N/A,1137607.99,,,,N/A,1139469.99,,,,N/A,1130773.41,,,,N/A,1129223.83,,,,N/A,1132333.42,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,2605575.42,0.5,0,0.5,N/A,2889628.74,0.3,0,0.2,N/A,3139817.46,0.3,0,0.3,N/A,3704874.26,0.7,0,0.7,N/A,3735694.18,0,0,0,N/A,3763997.09,0,0,0,N/A,1026117.6,0,0,0,N/A,1007640.46,0,0,0,N/A,1079819.18,0.1,0,0.1,N/A,1043545.48,0,0,0,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,2724671.44,,,,N/A,2710623.43,,,,N/A,2686902.41,,,,N/A,3236944.17,0.5,0,0.5,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,6,4670801.97,0.1,-0.1,0,N/A,4731395.64,0,0,0,N/A,4722442.55,,,,N/A,4579429.29,0.1,-0.1,0,N/A,5130577.68,0.9,-0.4,0.5,N/A,5201767.34,0.1,-0.1,0,N/A,5222573.72,0,0,0,N/A,1015022.86,0,-0.1,-0.1,N/A,5151537.4,6.3,-6.3,0,N/A,5173806.05,0.1,-0.1,0,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,5,526845.08,0,0,0,N/A,1634192.34,1.1,0,1.1,N/A,1624851.04,0,0,0,N/A,1566456.96,,,,N/A,7003486.3,5.4,0,5.4,N/A,9937249.74,2.9,0,2.9,N/A,9962567.51,,,,N/A,9913875.83,,,,N/A,9818572.24,,,,N/A,10344304.85,0.5,0,0.5,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,993733.5,1,0,1,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,7,6383526.52,2.3,0,2.3,N/A,7752097.71,1.3,0,1.3,N/A,8239214.31,0.5,0,0.5,N/A,4919392.08,0.2,-3.3,-3.1,N/A,4803951.86,0.2,-0.5,-0.3,N/A,4971037.72,0.1,0,0.1,N/A,5094583.31,0.1,0,0.1,N/A,5075856.3,,,,N/A,5019348.15,,,,N/A,2537771.22,0,-2.5,-2.5,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-20 Year Ladder ,Laddered Municipal,F00000IMM,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,498430.12,0.5,0,0.5,N/A,1072943.39,0.6,0,0.6,N/A,1092850.74,0,0,0,N/A,1057172.17,0,0,0,N/A,1056059.76,0,0,0,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-20 Year Ladder ,Laddered Municipal,F00000IMM,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,1521849.66,,,,N/A,1534271.21,,,,N/A,2027603.47,0.5,0,0.5,N/A,2488605.57,0.5,0,0.5,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Municipal 1-20 Year Ladder ,Laddered Municipal,F00000IMM,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,1941348.01,,,,N/A,1988782.25,,,,N/A,2226887.31,0.3,-0.1,0.2,N/A,2126776.48,,,,N/A,,,,,N/A,2186010.94,,,,N/A,2157243.59,0,-0.1,-0.1,N/A,2170590.77,,,,N/A,2139884.84,,,,N/A,2147980.61,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Short Municipal,Short Duration Municipal,F00000NB2W,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,1,,,,,N/A,989053.99,1,0,1,N/A,986549.11,,,,N/A,960800.29,,,,N/A,973922.6,,,,N/A,982957.69,,,,N/A,986545.11,,,,N/A,978016.02,,,,N/A,972522.66,,,,N/A,980467.57,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,9,,,,,N/A,,,,,N/A,,,,,N/A,2178656.88,2.3,0,2.2,N/A,8160844.7,6,0,6,N/A,8482339.2,0.2,0,0.2,N/A,10714736.47,2.3,0,2.2,N/A,11573187.19,1.2,-0.3,0.9,N/A,13188900.5,2,-0.1,1.9,N/A,13772369.1,0.6,-0.1,0.5,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1788757.63,0.2,-0.6,-0.4,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,617965.26,,,,N/A,628832.71,,,,N/A,626283.03,,,,N/A,596520.9,,,,N/A,606694.07,,,,N/A,618544.29,,,,N/A,620824.47,,,,N/A,619190.57,,,,N/A,610020.16,,,,N/A,613568.19,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,11,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,8491871.07,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Fidelity Brokerage Serv,Fidelity Brokerage Serv,Fideltiy,7784,7784,Fidelity/Separate Account Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,10,6219964.22,0,0,0,N/A,6325130.93,0,0,0,N/A,6310336.9,0,0,0,N/A,7189831.71,1.2,0,1.2,N/A,7290089.49,0,0,0,N/A,6744186.03,0,0,0,N/A,7577039.67,0.1,0,0.1,N/A,7524972.95,0,0,0,N/A,7373995.79,0,0,0,N/A,7315934.49,0,-0.1,-0.1,N/A
