AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,,Morgan Stanley,149777,Select UMA,,Franklin Small Cap Growth SMA,F00000JRT2,Model-Delivered,Model,Small Growth,SG,,0.001,31.05108726,5.42046628,6.33826787,0,-0.91780159,31.21322702,2.82179563,2.61819784,0,0.20359779,28.30134154,3.67738478,4.69106594,0,-1.01368116,89.10437635,4.02393465,2.06163753,0,1.96229712,93.04747008,2.71623688,4.35155107,0,-1.63531419,91.74698075,0,0,0,0,89.32485848,0,0,0,0,84.3666078,0,7.52374187,0,-7.52374187,85.20924646,0.09235814,3.05465365,0,-2.96229551
,,Morgan Stanley,149777,Select UMA,,Templeton Global Equity SMA,F00000V5RK,Model-Delivered,Model,World Large Stock,WS,,0,18.99801724,0.35170611,2.41848756,0,-2.06678145,17.93363698,0.04517579,1.81315156,0,-1.76797577,17.76308568,0.82958774,1.3048367,0,-0.47524896,38.67048096,0,0,0,0,40.04587685,0,1.0542016,0,-1.0542016,31.15556437,0,2.59569967,0,-2.59569967,0,0,31.15556437,0,-31.15556437,0,0,0,0,0,0,0,0,0,0
,,Morgan Stanley,149777,Select UMA,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0.001,195.1461194,49.35410678,7.68965138,0,41.6644554,192.0709741,24.17578907,30.15507952,0,-5.97929045,188.3298576,18.52405532,11.91197945,0,6.61207587,259.5980317,0,0,0,0,275.2348665,3.95291413,7.75063906,0,-3.79772493,281.8433281,3.57136795,2.9977545,0,0.57361345,292.7057513,1.52113142,4.30990378,0,-2.78877236,282.0856581,1.78621925,5.04460317,0,-3.25838392,280.2423807,9.53883378,15.87902014,0,-6.34018636
,Envestnet,Envestnet,104145,,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0.002,2.875138,0.070652,0.04449,0,0.026162,3.279874,1.632618,0.266372,0,1.366246,3.157359,0.219553,0.25293,0,-0.033377,2.627769,0.000004,1.167986,0,-1.167982,2.279112,0.178513,0.870348,0,-0.691835,2.196642,0.233958,0.360694,0,-0.126736,2.342602,0.001885,0.433009,0,-0.431124,2.108751,0.222516,0.815299,0,-0.592783,1.647364,0.556915,0.524093,0,0.032822
,Envestnet,Envestnet,104145,,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0.008,11.48066912,0.02016837,0.27098844,0,-0.25082007,12.16155859,0.06124469,0.05638451,0,0.00486018,11.72633331,0.00899246,0.11544194,0,-0.10644948,11.6414848,0.00180002,0.01145317,0,-0.00965315,12.03725019,0.00104804,0.40674555,0,-0.40569751,12.71474491,0,0.07891848,-0.07891848,-0.07891848,12.78328277,0.00976127,0.1495506,0,-0.13978933,13.3321335,0.02272065,0.16093767,0,-0.13821702,0,0,13.3321335,-13.3321335,-13.3321335
,,Scotia Bank ,T1270,Sumitt,,Franklin Intermediate Fixed SMA,SAUSA001E1,Model-Delivered,Model,Intermediate-Term Bond,CI,,0.001,3.183097,0,0,0,0,3.819947,0.60481001,0,0.60481001,0,3.553541,0.252917,0,0.252917,0,3.402086,0,0,0,0,3.208342,0,0,0,0,2.982021,0,0,0,0,2.704732,0,0,0,0,1.399966,0,0,0,0,1.379146,0,0,0,0
,,Stephens,3496,Managed Assets Program ,,Templeton Global Equity SMA,F00000V5RK,Model-Delivered,Model,World Large Stock,WS,,0.001,1.4432952,0,8.14003801,-8.14003801,-8.14003801,1.39949433,0,0,0,0,1.49834436,0,0,0,0,1.55789953,0,0,0,0,1.64617033,0,0,0,0,1.68330262,0,0,0,0,1.78405206,0,0,0,0,1.85124515,0.38384044,0.37789426,0,0.00594618,1.81911666,0,0,0,0
,AssetMark,Assetmark,140215,,,Templeton Global Equity SMA,F00000V5RK,Model-Delivered,Model,World Large Stock,WS,,0.001,0.03457112,0,0,0,0,0.32882132,0.25912105,0,0,0.25912105,0.31727766,0.05693922,0.06970027,0,-0.01276105,0.59193539,0,0,0,0,0.34582864,0,0.25960272,0,-0.25960272,0.44311912,0,0,0,0,0.46019816,0,0,0,0,0.48056659,0,0,0,0,0.48671879,0,0,0,0
Franklin Templeton,,Ameriprise,6363,Select Separate Account,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Traditional,Trad,,,,0.015,7.945028,0.35,0.02639629,0.32360371,0,9.199474,1.136548,0.02432327,1.11222473,0,9.577381,7.84981184,2.52515183,5.32466001,0,9.341517,0,0.02270825,-0.02270825,0,9.518791,0.650675,0.54619635,0.10447865,0,9.629394,0.034,0.02718978,0.00681022,0,9.912513,0.25,0.03615151,0.21384849,0,10.086902,0.25,0.07328979,0.17671021,0,10.482259,0.6276,0.05575715,0.57184285,0
,,Ameriprise,6363,Select Separate Account,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.316,100.8846368,9.85885651,6.59927118,3.25958533,0,109.589773,11.95870197,4.43211129,7.52659068,0,114.675422,0.60427563,0.25229866,0.35197697,0,112.165491,6.83797312,6.72602243,0.11195069,0,103.476134,4.01998759,13.13865257,-9.11866498,0,100.263849,3.28269004,6.68400876,-3.40131872,0,94.55072121,3.68141133,10.26397442,-6.58256309,0,85.35972471,4.48222413,13.10739162,-8.62516749,0,80.647828,1.06875349,4.430498,-3.36174451,0
,,Ameriprise,6363,Select Separate Account,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.196,136.461225,6.02420247,4.54792891,1.47627356,0,137.085492,1.99927755,3.17431722,-1.17503967,0,147.716616,14.54519541,3.68886418,10.85633123,0,139.796866,2.91089045,6.32167684,-3.41078639,0,137.801706,8.6048668,12.57158001,-3.96671321,0,140.390389,3.92022231,4.12977746,-0.20955515,0,138.518617,1.78356151,4.26049012,-2.47692861,0,133.346612,5.59779984,10.91135853,-5.31355869,0,126.761898,2.0981987,6.91127245,-4.81307375,0
,Envestnet Separate Acct Platform - RW Baird,Baird,8158,,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.002,5.428299,0,0.025,-0.025,0,5.51865,0,0.022289,-0.022289,0,6.841426,0.00011408,0.075,-0.07488592,0,6.906857,0.005,0,0.005,0,7.381784,0.027,0.10090298,-0.07390298,0,5.408745,0,2.10305914,-2.10305914,0,5.442289,0,0,0,0,5.4337,0,0,0,0,5.337484,0,0.03,-0.03,0
,,Bear Stearns / JP Morgan,79,Stratis,,Templeton International Equity SMA,FOUSA08N04,Traditional,Trad,Foreign Large Value,FV,,0.024,7.90204,0.0006723,0.27770998,-0.27703768,0,7.181214,0.00010251,0.47159556,-0.47149305,0,7.128991,0,0.49442801,-0.49442801,0,7.032001,0,0.20687306,-0.20687306,0,7.667799,0.211375,0.02357682,0.18779818,0,9.171114,1.15,0.04144735,1.10855265,0,9.515801,0,0.10388583,-0.10388583,0,10.850443,2.96233991,0.98410825,1.97823166,0,26.222462,2.92760258,0.05261782,2.87498476,0
